Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,8/14/17,6:22:26,PM,2017,Person,Black,Male,Unknown,1800 BLOCK OF 4TH STREET NW,3D,306,25
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,White,Male,Hispanic Or Latino,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,7:49:51,PM,2017,Person,Black,Female,Unknown,2400 BLOCK OF 16TH STREET NW,3D,303,Juvenile
Stop & Frisk,8/14/17,9:16:47,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF SHEPHERD STREET NW,4D,404,28
Stop & Frisk,8/14/17,9:16:47,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF SHEPHERD STREET NW,4D,404,35
Stop & Frisk,8/14/17,9:44:20,PM,2017,Person,Black,Male,Unknown,2400 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,27
Stop & Frisk,8/14/17,10:04:06,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF WAHLER PLACE SE,7D,706,25
Stop & Frisk,8/15/17,1:57:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF STANTON ROAD SE,7D,704,18
Stop & Frisk,8/15/17,1:57:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF STANTON ROAD SE,7D,704,22
Stop & Frisk,8/15/17,3:06:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 14TH STREET NW,3D,304,21
Stop & Frisk,8/15/17,4:43:38,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 27TH STREET SE,6D,605,28
Stop & Frisk,8/15/17,4:43:38,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 27TH STREET SE,6D,605,39
Stop & Frisk,8/15/17,1:15:01,PM,2017,Person,Black,Male,Unknown,1200 BLOCK OF MORSE STREET NE,5D,506,32
Stop & Frisk,8/15/17,11:23:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF BENNETT PLACE NE,5D,507,19
Stop & Frisk,8/15/17,11:23:08,PM,2017,Person,Black,Male,Unknown,1900 BLOCK OF BENNETT PLACE NE,5D,507,Juvenile
Stop & Frisk,8/16/17,4:47:42,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF STANTON ROAD SE,7D,704,Juvenile
Stop & Frisk,8/16/17,5:24:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4400 BLOCK OF E STREET SE,6D,604,21
Stop & Frisk,8/17/17,1:09:00,AM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF O STREET NW,5D,501,41
Stop & Frisk,8/17/17,4:43:32,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF NEAL STREET NE,5D,506,41
Stop & Frisk,8/17/17,5:51:54,AM,2017,Person,Black,Male,Unknown,500 BLOCK OF RIGGS ROAD NE,4D,406,34
Stop & Frisk,8/17/17,1:06:23,PM,2017,Person,Black,Male,Unknown,3300 BLOCK OF MINNESOTA AVENUE SE,6D,603,31
Stop & Frisk,8/17/17,1:47:39,PM,2017,Person,Black,Female,Unknown,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,39
Stop & Frisk,8/17/17,6:00:51,PM,2017,Person,Unknown,Male,Unknown,3500 BLOCK OF EAST CAPITOL STREET SE,6D,603,Unknown
Stop & Frisk,8/17/17,6:36:59,PM,2017,Person,Black,Male,Unknown,1600 BLOCK OF 17TH STREET NW,3D,301,57
Stop & Frisk,8/17/17,10:02:39,PM,2017,Person,Black,Male,Unknown,1600 BLOCK OF F STREET NE,5D,507,24
Stop & Frisk,8/18/17,12:54:49,AM,2017,Person,White,Female,Unknown,600 BLOCK OF F STREET NW,1D,102,47
Stop & Frisk,8/18/17,1:02:34,AM,2017,Person,Black,Male,Unknown,600 BLOCK OF ALABAMA AVENUE SE,7D,705,Unknown
Stop & Frisk,8/18/17,1:16:52,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF LIVINGSTON ROAD SE,7D,708,Unknown
Stop & Frisk,8/18/17,1:46:05,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF U STREET NW,3D,305,27
Stop & Frisk,8/18/17,12:36:56,PM,2017,,,,,1800 BLOCK OF MARYLAND AVENUE NE,5D,507,
Stop & Frisk,8/18/17,12:59:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 48TH PLACE NE,6D,602,Juvenile
Stop & Frisk,8/18/17,7:39:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF NEW YORK AVENUE NW,3D,308,38
Stop & Frisk,8/18/17,7:51:54,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF INDIANA AVENUE NW,1D,102,37
Stop & Frisk,8/18/17,11:00:48,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,26
Stop & Frisk,8/18/17,11:00:48,PM,2017,Person,Unknown,Female,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,42
Stop & Frisk,8/18/17,11:29:52,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF CEDAR STREET NW,4D,401,22
Stop & Frisk,8/19/17,1:57:44,AM,2017,Person,Black,Male,Unknown,5200 BLOCK OF JUST STREET NE,6D,602,23
Stop & Frisk,8/19/17,4:28:18,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 12TH STREET SE,1D,106,21
Stop & Frisk,8/19/17,4:28:18,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 12TH STREET SE,1D,106,21
Stop & Frisk,8/19/17,4:28:18,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF 12TH STREET SE,1D,106,23
Stop & Frisk,8/19/17,4:37:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,Juvenile
Stop & Frisk,8/19/17,7:17:45,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SE,1D,106,19
Stop & Frisk,8/19/17,7:17:45,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SE,1D,106,20
