Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,4/8/17,5:38:02,AM,2017,Person,Asian,Male,Not Hispanic Or Latino,1500 BLOCK OF K STREET NW,2D,207,33
Stop & Frisk,4/8/17,11:38:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF GEORGIA AVENUE NW,4D,403,23
Stop & Frisk,4/8/17,11:38:47,AM,2017,Person,White,Male,Hispanic Or Latino,5500 BLOCK OF GEORGIA AVENUE NW,4D,403,25
Stop & Frisk,4/8/17,11:38:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF GEORGIA AVENUE NW,4D,403,28
Stop & Frisk,4/8/17,11:38:47,AM,2017,Person,Unknown,Male,Hispanic Or Latino,5500 BLOCK OF GEORGIA AVENUE NW,4D,403,44
Stop & Frisk,4/8/17,5:43:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF MONTANA AVENUE NE,5D,505,20
Stop & Frisk,4/8/17,9:06:44,PM,2017,,,,,600 BLOCK OF QUEBEC PLACE NW,4D,409,
Stop & Frisk,4/8/17,10:12:22,PM,2017,Person,Black,Male,Unknown,3500 BLOCK OF WARDER STREET NW,4D,409,54
Stop & Frisk,4/9/17,1:00:27,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF 14TH STREET NW,3D,302,31
Stop & Frisk,4/9/17,1:06:04,AM,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF KENYON STREET NW,3D,302,18
Stop & Frisk,4/9/17,1:06:04,AM,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF KENYON STREET NW,3D,302,Juvenile
Stop & Frisk,4/9/17,2:42:57,AM,2017,Person,Unknown,Male,Unknown,1800 BLOCK OF Q STREET SE,6D,607,58
Stop & Frisk,4/9/17,2:42:57,AM,2017,Person,Black,Male,Unknown,1800 BLOCK OF Q STREET SE,6D,607,60
Stop & Frisk,4/9/17,4:58:19,AM,2017,Person,Black,Male,Unknown,1100 BLOCK OF U STREET NW,3D,305,25
Stop & Frisk,4/9/17,5:05:32,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 18TH STREET NW,3D,303,26
Stop & Frisk,4/9/17,5:33:15,AM,2017,Person,White,Male,Not Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,Unknown
Stop & Frisk,4/9/17,5:33:56,AM,2017,Person,Native Hawaiian Or Other Pacific Islander,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,38
Stop & Frisk,4/9/17,5:33:56,AM,2017,Person,Native Hawaiian Or Other Pacific Islander,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,40
Stop & Frisk,4/9/17,12:44:47,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF VAN BUREN STREET NW,4D,401,19
Stop & Frisk,4/9/17,12:44:47,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF VAN BUREN STREET NW,4D,401,Juvenile
Stop & Frisk,4/9/17,12:44:47,PM,2017,Person,Black,Male,Hispanic Or Latino,400 BLOCK OF VAN BUREN STREET NW,4D,401,Juvenile
Stop & Frisk,4/9/17,4:27:58,PM,2017,Person,Black,Male,Unknown,1800 BLOCK OF WISCONSIN AVENUE NW,2D,206,57
Stop & Frisk,4/9/17,8:06:00,PM,2017,Person,White,Male,Hispanic Or Latino,5800 BLOCK OF COLORADO AVENUE NW,4D,403,19
Stop & Frisk,4/9/17,8:06:00,PM,2017,Person,White,Male,Hispanic Or Latino,5800 BLOCK OF COLORADO AVENUE NW,4D,403,25
Stop & Frisk,4/9/17,8:06:00,PM,2017,Person,White,Male,Hispanic Or Latino,5800 BLOCK OF COLORADO AVENUE NW,4D,403,28
Stop & Frisk,4/9/17,8:06:00,PM,2017,Person,White,Male,Hispanic Or Latino,5800 BLOCK OF COLORADO AVENUE NW,4D,403,37
Stop & Frisk,4/9/17,8:29:20,PM,2017,Person,Black,Male,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,30
Stop & Frisk,4/10/17,12:20:58,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,45
Stop & Frisk,4/10/17,12:20:58,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,Juvenile
Stop & Frisk,4/10/17,12:37:05,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF NEW YORK AVENUE NW,1D,101,Juvenile
Stop & Frisk,4/10/17,12:37:05,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF NEW YORK AVENUE NW,1D,101,Juvenile
Stop & Frisk,4/10/17,2:17:00,AM,2017,Person,Black,Male,Unknown,3300 BLOCK OF 14TH PLACE SE,7D,705,Juvenile
Stop & Frisk,4/10/17,10:24:26,AM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,44
Stop & Frisk,4/10/17,1:32:16,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF DECATUR STREET NW,4D,407,32
Stop & Frisk,4/10/17,2:36:06,PM,2017,,,,,800 BLOCK OF P STREET NW,3D,308,
Stop & Frisk,4/10/17,6:12:14,PM,2017,Person,Black,Male,Unknown,2100 BLOCK OF ALABAMA AVENUE SE,7D,704,52
Stop & Frisk,4/10/17,6:12:14,PM,2017,Person,Black,Male,Unknown,2100 BLOCK OF ALABAMA AVENUE SE,7D,704,58
Stop & Frisk,4/10/17,8:50:15,PM,2017,Person,Black,Female,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,Juvenile
Stop & Frisk,4/10/17,9:47:03,PM,2017,Person,Black,Female,Not Hispanic Or Latino,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,28
Stop & Frisk,4/10/17,11:21:25,PM,2017,Person,Black,Male,Unknown,1300 BLOCK OF STEVENS ROAD SE,7D,703,Unknown
Stop & Frisk,4/11/17,7:48:03,PM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF NICHOLSON STREET NW,4D,404,25
Stop & Frisk,4/11/17,8:24:49,PM,2017,Person,Black,Female,Not Hispanic Or Latino,5300 BLOCK OF WISCONSIN AVENUE NW,2D,202,Juvenile
Stop & Frisk,4/12/17,4:57:30,AM,2017,Person,Black,Male,Unknown,1100 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,38
Stop & Frisk,4/12/17,9:15:44,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF C STREET NE,1D,107,37
Stop & Frisk,4/12/17,11:42:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 46TH STREET NE,6D,602,24
Stop & Frisk,4/13/17,12:23:02,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,Juvenile
Stop & Frisk,4/13/17,12:41:53,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF 11TH STREET SE,1D,107,Juvenile
Stop & Frisk,4/13/17,1:37:34,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF SAVANNAH STREET SE,7D,705,18
Stop & Frisk,4/13/17,7:15:45,AM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF VAN BUREN STREET NW,4D,403,64
Stop & Frisk,4/13/17,11:40:28,AM,2017,Person,Black,Male,Unknown,5500 BLOCK OF SOUTH DAKOTA AVENUE NE,4D,406,60
Stop & Frisk,4/13/17,1:32:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5100 BLOCK OF 13TH STREET NW,4D,404,Juvenile
Stop & Frisk,4/13/17,1:32:30,PM,2017,Person,Black,Male,Unknown,5100 BLOCK OF 13TH STREET NW,4D,404,Unknown
Stop & Frisk,4/13/17,1:32:30,PM,2017,Person,Black,Male,Unknown,5100 BLOCK OF 13TH STREET NW,4D,404,Unknown
Stop & Frisk,4/13/17,2:24:56,PM,2017,Person,Black,Male,Unknown,400 BLOCK OF 8TH STREET SE,1D,107,37
Stop & Frisk,4/13/17,8:22:51,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF 50TH STREET NE,6D,602,23
Stop & Frisk,4/13/17,8:34:25,PM,2017,Person,Black,Male,Unknown,300 BLOCK OF EASTERN AVENUE NE,6D,608,19
Stop & Frisk,4/13/17,9:23:08,PM,2017,Person,Black,Male,Unknown,4400 BLOCK OF HUNT PLACE NE,6D,602,32
Stop & Frisk,4/13/17,9:23:08,PM,2017,Person,Black,Male,Unknown,4400 BLOCK OF HUNT PLACE NE,6D,602,35
Stop & Frisk,4/13/17,9:36:25,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF BENNING ROAD NE,6D,603,Unknown
Stop & Frisk,4/13/17,10:03:15,PM,2017,Person,Black,Male,Unknown,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,25
Stop & Frisk,4/14/17,1:37:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,19
Stop & Frisk,4/14/17,1:37:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,19
Stop & Frisk,4/14/17,1:37:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,20
Stop & Frisk,4/14/17,1:37:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,20
Stop & Frisk,4/14/17,2:30:24,AM,2017,Person,Black,Male,Unknown,700 BLOCK OF VARNUM STREET NW,4D,407,29
Stop & Frisk,4/14/17,5:51:48,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF MONTANA AVENUE NE,5D,505,33
Stop & Frisk,4/14/17,5:51:48,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF MONTANA AVENUE NE,5D,505,42
Stop & Frisk,4/14/17,12:19:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,24
Stop & Frisk,4/14/17,2:02:46,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF HUNT PLACE NE,6D,602,18
Stop & Frisk,4/14/17,4:29:34,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF NORTH CAPITOL STREET NE,5D,501,55
Stop & Frisk,4/14/17,6:09:05,PM,2017,,,,,5200 BLOCK OF B STREET SE,6D,604,
Stop & Frisk,4/14/17,7:29:40,PM,2017,Person,Black,Male,Unknown,400 BLOCK OF NEWCOMB STREET SE,7D,707,Unknown
Stop & Frisk,4/14/17,9:16:58,PM,2017,Person,Black,Male,Unknown,1000 BLOCK OF VERMONT AVENUE NW,2D,207,24
Stop & Frisk,4/14/17,9:42:17,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF RAUM STREET NE,5D,506,45
Stop & Frisk,4/14/17,10:09:35,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,24
Stop & Frisk,4/14/17,10:45:31,PM,2017,Person,Black,Male,Not Hispanic Or Latino,6500 BLOCK OF GEORGIA AVENUE NW,4D,402,Juvenile
Stop & Frisk,4/15/17,12:52:23,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF GEORGIA AVENUE NW,3D,302,53
Stop & Frisk,4/15/17,3:29:29,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF KRAMER STREET NE,5D,504,21
Stop & Frisk,4/15/17,12:01:48,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF BRUCE PLACE SE,7D,704,42
Stop & Frisk,4/15/17,3:01:11,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 36TH STREET NE,6D,603,33
Stop & Frisk,4/15/17,7:59:55,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,71
Stop & Frisk,4/15/17,8:26:26,PM,2017,Person,Black,Male,Unknown,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,41
Stop & Frisk,4/15/17,9:44:06,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF YOUNG STREET SE,6D,607,51
Stop & Frisk,4/15/17,9:44:06,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF YOUNG STREET SE,6D,607,Juvenile
Stop & Frisk,4/16/17,3:02:58,AM,2017,Person,Black,Male,Unknown,1300 BLOCK OF CONGRESS STREET SE,7D,705,22
Stop & Frisk,4/16/17,3:02:58,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,25
Stop & Frisk,4/16/17,3:02:58,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,26
Stop & Frisk,4/16/17,3:02:58,AM,2017,Person,Black,Male,Unknown,1300 BLOCK OF CONGRESS STREET SE,7D,705,29
Stop & Frisk,4/16/17,4:27:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,27
Stop & Frisk,4/16/17,3:07:01,PM,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF 18TH STREET NW,2D,207,19
Stop & Frisk,4/16/17,3:07:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 18TH STREET NW,2D,207,Juvenile
Stop & Frisk,4/16/17,3:07:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 18TH STREET NW,2D,207,Juvenile
Stop & Frisk,4/16/17,3:07:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 18TH STREET NW,2D,207,Juvenile
Stop & Frisk,4/16/17,3:07:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 18TH STREET NW,2D,207,Juvenile
Stop & Frisk,4/16/17,8:13:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF FENWICK STREET NE,5D,506,34
Stop & Frisk,4/17/17,4:23:35,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF BARNABY ROAD SE,7D,706,21
Stop & Frisk,4/17/17,5:43:45,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,504,32
Stop & Frisk,4/17/17,11:18:24,AM,2017,Person,Black,Male,Not Hispanic Or Latino,6000 BLOCK OF 4TH STREET NW,4D,402,67
Stop & Frisk,4/17/17,11:54:39,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 8TH STREET NW,3D,305,21
Stop & Frisk,4/17/17,9:25:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,18
Stop & Frisk,4/17/17,9:25:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,Juvenile
Stop & Frisk,4/17/17,10:54:39,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1200 BLOCK OF 1ST STREET SW,1D,105,26
Stop & Frisk,4/18/17,12:38:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF WILMINGTON PLACE SE,7D,707,25
Stop & Frisk,4/18/17,12:41:30,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SW,1D,105,Juvenile
Stop & Frisk,4/18/17,12:50:32,AM,2017,Person,Black,Male,Unknown,1700 BLOCK OF H STREET NE,5D,507,34
Stop & Frisk,4/18/17,2:52:02,AM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF P STREET SW,1D,105,37
Stop & Frisk,4/18/17,3:13:56,AM,2017,Person,Black,Male,Unknown,4400 BLOCK OF BENNING ROAD NE,6D,603,27
Stop & Frisk,4/18/17,4:08:38,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF OATES STREET NE,5D,505,38
Stop & Frisk,4/18/17,11:04:28,AM,2017,Person,Black,Male,Hispanic Or Latino,1900 BLOCK OF 7TH STREET NW,3D,306,23
Stop & Frisk,4/18/17,6:51:24,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF GEORGIA AVENUE NW,4D,409,19
Stop & Frisk,4/18/17,6:51:24,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF GEORGIA AVENUE NW,4D,409,Juvenile
Stop & Frisk,4/18/17,8:12:32,PM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF SAVANNAH STREET SE,7D,705,56
Stop & Frisk,4/18/17,8:12:32,PM,2017,Person,Black,Male,Unknown,200 BLOCK OF SAVANNAH STREET SE,7D,705,Unknown
Stop & Frisk,4/18/17,8:26:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 18TH STREET SE,6D,606,Juvenile
Stop & Frisk,4/18/17,10:11:01,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF ILLINOIS AVENUE NW,4D,403,Juvenile
Stop & Frisk,4/18/17,10:25:56,PM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF P STREET NW,5D,501,43
Stop & Frisk,4/18/17,11:09:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF PARKLAND PLACE SE,7D,707,25
Stop & Frisk,4/18/17,11:29:22,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,19
Stop & Frisk,4/18/17,11:29:22,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,20
Stop & Frisk,4/18/17,11:29:22,PM,2017,Person,Black,Male,Unknown,4200 BLOCK OF LANE PLACE NE,6D,601,20
Stop & Frisk,4/18/17,11:29:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,22
Stop & Frisk,4/18/17,11:33:25,PM,2017,Person,Unknown,Male,Unknown,1200 BLOCK OF SUMNER ROAD SE,7D,703,18
Stop & Frisk,4/18/17,11:41:02,PM,2017,Person,Black,Male,Unknown,3700 MINNE,6D,603,53
Stop & Frisk,4/19/17,1:14:25,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF L STREET SE,1D,106,47
Stop & Frisk,4/19/17,1:18:51,AM,2017,Person,Black,Male,Unknown,1400 BLOCK OF K STREET NW,2D,207,55
Stop & Frisk,4/19/17,1:50:11,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF 3RD STREET SE,7D,708,18
Stop & Frisk,4/19/17,6:25:35,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF AYERS PLACE SE,6D,604,25
Stop & Frisk,4/19/17,4:29:11,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF F STREET NW,1D,102,20
Stop & Frisk,4/19/17,6:25:34,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF RAUM STREET NE,5D,506,26
Stop & Frisk,4/19/17,6:37:52,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF OTIS PLACE NW,4D,409,24
Stop & Frisk,4/19/17,6:37:52,PM,2017,Person,Black,Female,Not Hispanic Or Latino,600 BLOCK OF OTIS PLACE NW,4D,409,31
Stop & Frisk,4/19/17,6:44:56,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,25
Stop & Frisk,4/19/17,7:35:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF LONGFELLOW STREET NW,4D,403,Juvenile
Stop & Frisk,4/19/17,7:41:01,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF 10TH STREET NW,4D,404,18
Stop & Frisk,4/19/17,8:45:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 15TH STREET NE,5D,506,54
Stop & Frisk,4/19/17,9:02:45,PM,2017,Person,Black,Male,Unknown,100 BLOCK OF P STREET SW,1D,105,37
Stop & Frisk,4/19/17,9:41:34,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,25
Stop & Frisk,4/19/17,9:41:34,PM,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,26
Stop & Frisk,4/19/17,9:41:34,PM,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,32
Stop & Frisk,4/19/17,9:41:34,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,55
Stop & Frisk,4/19/17,9:41:34,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,56
Stop & Frisk,4/19/17,9:44:11,PM,2017,Person,Black,Male,Unknown,2500 BLOCK OF GOOD HOPE ROAD SE,6D,606,54
Stop & Frisk,4/19/17,11:11:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST PLACE NW,1D,103,Juvenile
Stop & Frisk,4/19/17,11:11:25,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SW,1D,105,Juvenile
Stop & Frisk,4/19/17,11:26:30,PM,2017,Person,Black,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,Juvenile
Stop & Frisk,4/20/17,1:44:03,AM,2017,Person,White,Male,Not Hispanic Or Latino,800 BLOCK OF F STREET NW,1D,102,65
Stop & Frisk,4/20/17,8:38:28,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF GALLAUDET STREET NE,5D,506,34
Stop & Frisk,4/20/17,9:57:38,AM,2017,Person,Black,Male,Unknown,UNIT BLOCK OF NEW YORK AVENUE NW,5D,501,29
Stop & Frisk,4/20/17,3:06:25,PM,2017,Person,Black,Female,Unknown,2500 BLOCK OF WATERSIDE DRIVE NW,2D,208,21
Stop & Frisk,4/20/17,4:20:42,PM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 17TH STREET SE,7D,701,18
Stop & Frisk,4/20/17,6:55:10,PM,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF E STREET NW,1D,101,31
Stop & Frisk,4/20/17,8:07:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MADISON STREET NW,4D,403,24
Stop & Frisk,4/20/17,8:07:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MADISON STREET NW,4D,403,74
Stop & Frisk,4/20/17,8:34:14,PM,2017,Person,Black,Male,Unknown,5200 BLOCK OF CLOUD PLACE NE,6D,608,26
Stop & Frisk,4/20/17,8:58:42,PM,2017,Person,Black,Male,Unknown,2700 BLOCK OF DOUGLAS PLACE SE,7D,703,Juvenile
Stop & Frisk,4/20/17,9:55:48,PM,2017,Person,White,Male,Not Hispanic Or Latino,3200 BLOCK OF M STREET NW,2D,206,23
Stop & Frisk,4/21/17,2:39:49,AM,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,38
Stop & Frisk,4/21/17,5:24:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,18
Stop & Frisk,4/21/17,5:24:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,19
Stop & Frisk,4/21/17,5:24:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,Juvenile
Stop & Frisk,4/21/17,5:45:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,18
Stop & Frisk,4/21/17,5:45:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,19
Stop & Frisk,4/21/17,5:45:57,AM,2017,Person,Black,Male,Unknown,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,Juvenile
Stop & Frisk,4/21/17,5:45:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,Juvenile
Stop & Frisk,4/21/17,10:56:48,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF CONNECTICUT AVENUE NW,2D,208,28
Stop & Frisk,4/21/17,5:58:24,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF POTOMAC AVENUE SE,1D,106,Juvenile
Stop & Frisk,4/21/17,6:29:19,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,4/21/17,6:29:19,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,4/21/17,6:29:19,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,4/21/17,6:29:19,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,4/21/17,9:51:51,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF RIDGE ROAD SE,6D,603,21
Stop & Frisk,4/21/17,10:00:46,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF 6TH STREET SW,1D,105,39
Stop & Frisk,4/21/17,10:04:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF CEDAR STREET SE,7D,701,22
Stop & Frisk,4/21/17,10:41:50,PM,2017,Person,Black,Male,Unknown,4900 BLOCK OF SOUTH DAKOTA AVENUE NE,4D,405,20
Stop & Frisk,4/22/17,3:41:21,AM,2017,Person,Black,Male,Unknown,3500 BLOCK OF AMES STREET NE,6D,603,23
Stop & Frisk,4/22/17,3:41:21,AM,2017,Person,Black,Male,Unknown,3500 BLOCK OF AMES STREET NE,6D,603,27
Stop & Frisk,4/22/17,4:50:50,AM,2017,Person,White,Female,Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,Unknown
Stop & Frisk,4/22/17,4:57:36,AM,2017,Person,Black,Male,Unknown,2100 BLOCK OF QUEENS CHAPEL ROAD NE,5D,503,20
Stop & Frisk,4/22/17,4:57:36,AM,2017,Person,Black,Male,Unknown,2100 BLOCK OF QUEENS CHAPEL ROAD NE,5D,503,26
Stop & Frisk,4/22/17,6:35:57,AM,2017,Person,Black,Female,Not Hispanic Or Latino,5500 BLOCK OF 5TH STREET NW,4D,403,53
Stop & Frisk,4/22/17,6:35:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF 5TH STREET NW,4D,403,55
Stop & Frisk,4/22/17,11:47:17,AM,2017,Person,Black,Male,Unknown,600 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,47
Stop & Frisk,4/22/17,1:53:09,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF CONSTITUTION AVENUE NW,1D,101,49
